sample_name,specimen_id,group_value,strategy,split_id,membership
E01-20240918-36W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240918-36W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240918-36W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240918-36W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240918-36W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240918-36W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
F01-20240918-36W,F01,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_0,train
F02-20240918-36W,F02,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_0,train
F03-20240918-36W,F03,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_0,train
F04-20240918-36W,F04,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_0,train
F05-20240918-36W,F05,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_0,train
F06-20240918-36W,F06,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_0,train
G01-20240918-36W,G01,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_0,train
G02-20240918-36W,G02,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_0,train
G03-20240918-36W,G03,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_0,train
G04-20240918-36W,G04,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_0,train
G05-20240918-36W,G05,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_0,train
G06-20240918-36W,G06,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_0,train
S1MI01-20221206-28W,S1MI01,S1_MI,leave_one_treatment_out,leave_one_treatment_out_0,train
S1MI02-20221206-28W,S1MI02,S1_MI,leave_one_treatment_out,leave_one_treatment_out_0,train
S1MI03-20221206-28W,S1MI03,S1_MI,leave_one_treatment_out,leave_one_treatment_out_0,train
S1MI04-20221206-28W,S1MI04,S1_MI,leave_one_treatment_out,leave_one_treatment_out_0,train
S1MI05-20221206-28W,S1MI05,S1_MI,leave_one_treatment_out,leave_one_treatment_out_0,train
S1MI06-20221206-28W,S1MI06,S1_MI,leave_one_treatment_out,leave_one_treatment_out_0,train
S1MI07-20221206-28W,S1MI07,S1_MI,leave_one_treatment_out,leave_one_treatment_out_0,train
S2SA01-20221206-28W,S2SA01,S2_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S2SA02-20221206-28W,S2SA02,S2_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S2SA03-20221206-28W,S2SA03,S2_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S2SA04-20221206-28W,S2SA04,S2_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S2SA05-20221206-28W,S2SA05,S2_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S2SA06-20221206-28W,S2SA06,S2_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S2SA07-20221206-28W,S2SA07,S2_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S3PA01-20221206-28W,S3PA01,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S3PA02-20221206-28W,S3PA02,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S3PA03-20221206-28W,S3PA03,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S3PA04-20221206-28W,S3PA04,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_0,train
S4SAVF01-20221206-28W,S4SAVF01,S4_SA_VF,leave_one_treatment_out,leave_one_treatment_out_0,train
S4SAVF02-20221206-28W,S4SAVF02,S4_SA_VF,leave_one_treatment_out,leave_one_treatment_out_0,train
S4SAVF03-20221206-28W,S4SAVF03,S4_SA_VF,leave_one_treatment_out,leave_one_treatment_out_0,train
S5VF01-20221206-28W,S5VF01,S5_VF,leave_one_treatment_out,leave_one_treatment_out_0,train
S5VF02-20221206-28W,S5VF02,S5_VF,leave_one_treatment_out,leave_one_treatment_out_0,train
S5VF03-20221206-28W,S5VF03,S5_VF,leave_one_treatment_out,leave_one_treatment_out_0,train
D01-20240918-36W,D01,D_NO,leave_one_treatment_out,leave_one_treatment_out_0,test
D02-20240918-36W,D02,D_NO,leave_one_treatment_out,leave_one_treatment_out_0,test
D03-20240918-36W,D03,D_NO,leave_one_treatment_out,leave_one_treatment_out_0,test
D04-20240918-36W,D04,D_NO,leave_one_treatment_out,leave_one_treatment_out_0,test
D05-20240918-36W,D05,D_NO,leave_one_treatment_out,leave_one_treatment_out_0,test
D06-20240918-36W,D06,D_NO,leave_one_treatment_out,leave_one_treatment_out_0,test
D01-20240918-36W,D01,D_NO,leave_one_treatment_out,leave_one_treatment_out_1,train
D02-20240918-36W,D02,D_NO,leave_one_treatment_out,leave_one_treatment_out_1,train
D03-20240918-36W,D03,D_NO,leave_one_treatment_out,leave_one_treatment_out_1,train
D04-20240918-36W,D04,D_NO,leave_one_treatment_out,leave_one_treatment_out_1,train
D05-20240918-36W,D05,D_NO,leave_one_treatment_out,leave_one_treatment_out_1,train
D06-20240918-36W,D06,D_NO,leave_one_treatment_out,leave_one_treatment_out_1,train
F01-20240918-36W,F01,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_1,train
F02-20240918-36W,F02,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_1,train
F03-20240918-36W,F03,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_1,train
F04-20240918-36W,F04,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_1,train
F05-20240918-36W,F05,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_1,train
F06-20240918-36W,F06,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_1,train
G01-20240918-36W,G01,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_1,train
G02-20240918-36W,G02,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_1,train
G03-20240918-36W,G03,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_1,train
G04-20240918-36W,G04,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_1,train
G05-20240918-36W,G05,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_1,train
G06-20240918-36W,G06,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_1,train
S1MI01-20221206-28W,S1MI01,S1_MI,leave_one_treatment_out,leave_one_treatment_out_1,train
S1MI02-20221206-28W,S1MI02,S1_MI,leave_one_treatment_out,leave_one_treatment_out_1,train
S1MI03-20221206-28W,S1MI03,S1_MI,leave_one_treatment_out,leave_one_treatment_out_1,train
S1MI04-20221206-28W,S1MI04,S1_MI,leave_one_treatment_out,leave_one_treatment_out_1,train
S1MI05-20221206-28W,S1MI05,S1_MI,leave_one_treatment_out,leave_one_treatment_out_1,train
S1MI06-20221206-28W,S1MI06,S1_MI,leave_one_treatment_out,leave_one_treatment_out_1,train
S1MI07-20221206-28W,S1MI07,S1_MI,leave_one_treatment_out,leave_one_treatment_out_1,train
S2SA01-20221206-28W,S2SA01,S2_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S2SA02-20221206-28W,S2SA02,S2_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S2SA03-20221206-28W,S2SA03,S2_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S2SA04-20221206-28W,S2SA04,S2_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S2SA05-20221206-28W,S2SA05,S2_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S2SA06-20221206-28W,S2SA06,S2_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S2SA07-20221206-28W,S2SA07,S2_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S3PA01-20221206-28W,S3PA01,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S3PA02-20221206-28W,S3PA02,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S3PA03-20221206-28W,S3PA03,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S3PA04-20221206-28W,S3PA04,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_1,train
S4SAVF01-20221206-28W,S4SAVF01,S4_SA_VF,leave_one_treatment_out,leave_one_treatment_out_1,train
S4SAVF02-20221206-28W,S4SAVF02,S4_SA_VF,leave_one_treatment_out,leave_one_treatment_out_1,train
S4SAVF03-20221206-28W,S4SAVF03,S4_SA_VF,leave_one_treatment_out,leave_one_treatment_out_1,train
S5VF01-20221206-28W,S5VF01,S5_VF,leave_one_treatment_out,leave_one_treatment_out_1,train
S5VF02-20221206-28W,S5VF02,S5_VF,leave_one_treatment_out,leave_one_treatment_out_1,train
S5VF03-20221206-28W,S5VF03,S5_VF,leave_one_treatment_out,leave_one_treatment_out_1,train
E01-20240918-36W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_1,test
E02-20240918-36W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_1,test
E03-20240918-36W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_1,test
E04-20240918-36W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_1,test
E05-20240918-36W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_1,test
E06-20240918-36W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_1,test
D01-20240918-36W,D01,D_NO,leave_one_treatment_out,leave_one_treatment_out_2,train
D02-20240918-36W,D02,D_NO,leave_one_treatment_out,leave_one_treatment_out_2,train
D03-20240918-36W,D03,D_NO,leave_one_treatment_out,leave_one_treatment_out_2,train
D04-20240918-36W,D04,D_NO,leave_one_treatment_out,leave_one_treatment_out_2,train
D05-20240918-36W,D05,D_NO,leave_one_treatment_out,leave_one_treatment_out_2,train
D06-20240918-36W,D06,D_NO,leave_one_treatment_out,leave_one_treatment_out_2,train
E01-20240918-36W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_2,train
E02-20240918-36W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_2,train
E03-20240918-36W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_2,train
E04-20240918-36W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_2,train
E05-20240918-36W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_2,train
E06-20240918-36W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_2,train
G01-20240918-36W,G01,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_2,train
G02-20240918-36W,G02,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_2,train
G03-20240918-36W,G03,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_2,train
G04-20240918-36W,G04,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_2,train
G05-20240918-36W,G05,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_2,train
G06-20240918-36W,G06,G_PAINT,leave_one_treatment_out,leave_one_treatment_out_2,train
S1MI01-20221206-28W,S1MI01,S1_MI,leave_one_treatment_out,leave_one_treatment_out_2,train
S1MI02-20221206-28W,S1MI02,S1_MI,leave_one_treatment_out,leave_one_treatment_out_2,train
S1MI03-20221206-28W,S1MI03,S1_MI,leave_one_treatment_out,leave_one_treatment_out_2,train
S1MI04-20221206-28W,S1MI04,S1_MI,leave_one_treatment_out,leave_one_treatment_out_2,train
S1MI05-20221206-28W,S1MI05,S1_MI,leave_one_treatment_out,leave_one_treatment_out_2,train
S1MI06-20221206-28W,S1MI06,S1_MI,leave_one_treatment_out,leave_one_treatment_out_2,train
S1MI07-20221206-28W,S1MI07,S1_MI,leave_one_treatment_out,leave_one_treatment_out_2,train
S2SA01-20221206-28W,S2SA01,S2_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S2SA02-20221206-28W,S2SA02,S2_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S2SA03-20221206-28W,S2SA03,S2_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S2SA04-20221206-28W,S2SA04,S2_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S2SA05-20221206-28W,S2SA05,S2_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S2SA06-20221206-28W,S2SA06,S2_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S2SA07-20221206-28W,S2SA07,S2_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S3PA01-20221206-28W,S3PA01,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S3PA02-20221206-28W,S3PA02,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S3PA03-20221206-28W,S3PA03,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S3PA04-20221206-28W,S3PA04,S3_PA_SA,leave_one_treatment_out,leave_one_treatment_out_2,train
S4SAVF01-20221206-28W,S4SAVF01,S4_SA_VF,leave_one_treatment_out,leave_one_treatment_out_2,train
S4SAVF02-20221206-28W,S4SAVF02,S4_SA_VF,leave_one_treatment_out,leave_one_treatment_out_2,train
S4SAVF03-20221206-28W,S4SAVF03,S4_SA_VF,leave_one_treatment_out,leave_one_treatment_out_2,train
S5VF01-20221206-28W,S5VF01,S5_VF,leave_one_treatment_out,leave_one_treatment_out_2,train
S5VF02-20221206-28W,S5VF02,S5_VF,leave_one_treatment_out,leave_one_treatment_out_2,train
S5VF03-20221206-28W,S5VF03,S5_VF,leave_one_treatment_out,leave_one_treatment_out_2,train
F01-20240918-36W,F01,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_2,test
F02-20240918-36W,F02,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_2,test
F03-20240918-36W,F03,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_2,test
F04-20240918-36W,F04,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_2,test
F05-20240918-36W,F05,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_2,test
F06-20240918-36W,F06,F_SA_BRUSH,leave_one_treatment_out,leave_one_treatment_out_2,test
D01-20240918-36W,D01,D_NO,leave_one_treatment_out,leave_one_treatment_out_3,train
D02-20240918-36W,D02,D_NO,leave_one_treatment_out,leave_one_treatment_out_3,train
D03-20240918-36W,D03,D_NO,leave_one_treatment_out,leave_one_treatment_out_3,train
D04-20240918-36W,D04,D_NO,leave_one_treatment_out,leave_one_treatment_out_3,train
D05-20240918-36W,D05,D_NO,leave_one_treatment_out,leave_one_treatment_out_3,train
D06-20240918-36W,D06,D_NO,leave_one_treatment_out,leave_one_treatment_out_3,train
E01-20240918-36W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_3,train
