split_name,repeat_id,fold_id,split_id,membership,specimen_id,campaign_id,n_steel_mesh,series_id,split_group_treatment
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,D01,campaign_2,4,D,D_NO
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,D02,campaign_2,4,D,D_NO
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,D04,campaign_2,4,D,D_NO
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,D05,campaign_2,4,D,D_NO
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,D06,campaign_2,4,D,D_NO
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,E01,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,E03,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,E04,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,E06,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,F01,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,F04,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,F05,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,F06,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,G01,campaign_2,4,G,G_PAINT
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,G02,campaign_2,4,G,G_PAINT
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,G03,campaign_2,4,G,G_PAINT
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,G04,campaign_2,4,G,G_PAINT
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,G05,campaign_2,4,G,G_PAINT
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,G06,campaign_2,4,G,G_PAINT
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S1MI01,campaign_1,7,S1,S1_MI
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S1MI02,campaign_1,7,S1,S1_MI
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S1MI04,campaign_1,7,S1,S1_MI
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S1MI06,campaign_1,7,S1,S1_MI
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S1MI07,campaign_1,7,S1,S1_MI
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S2SA01,campaign_1,7,S2,S2_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S2SA03,campaign_1,7,S2,S2_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S2SA04,campaign_1,7,S2,S2_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S2SA06,campaign_1,7,S2,S2_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S2SA07,campaign_1,7,S2,S2_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S3PA02,campaign_1,7,S3,S3_PA_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S3PA03,campaign_1,7,S3,S3_PA_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S3PA04,campaign_1,7,S3,S3_PA_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S4SAVF01,campaign_1,7,S4,S4_SA_VF
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S4SAVF02,campaign_1,7,S4,S4_SA_VF
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S4SAVF03,campaign_1,7,S4,S4_SA_VF
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S5VF01,campaign_1,7,S5,S5_VF
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S5VF02,campaign_1,7,S5,S5_VF
grouped_cv,0,0,grouped_cv_repeat0_fold0,train,S5VF03,campaign_1,7,S5,S5_VF
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,D03,campaign_2,4,D,D_NO
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,E02,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,E05,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,F02,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,F03,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,S1MI03,campaign_1,7,S1,S1_MI
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,S1MI05,campaign_1,7,S1,S1_MI
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,S2SA02,campaign_1,7,S2,S2_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,S2SA05,campaign_1,7,S2,S2_SA
grouped_cv,0,0,grouped_cv_repeat0_fold0,test,S3PA01,campaign_1,7,S3,S3_PA_SA
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,D02,campaign_2,4,D,D_NO
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,D03,campaign_2,4,D,D_NO
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,D04,campaign_2,4,D,D_NO
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,D05,campaign_2,4,D,D_NO
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,E01,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,E02,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,E03,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,E05,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,E06,campaign_2,4,E,E_SA_SPRAY
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,F01,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,F02,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,F03,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,F04,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,F05,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,F06,campaign_2,4,F,F_SA_BRUSH
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,G01,campaign_2,4,G,G_PAINT
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,G03,campaign_2,4,G,G_PAINT
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,G04,campaign_2,4,G,G_PAINT
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,G05,campaign_2,4,G,G_PAINT
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,S1MI02,campaign_1,7,S1,S1_MI
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,S1MI03,campaign_1,7,S1,S1_MI
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,S1MI05,campaign_1,7,S1,S1_MI
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,S1MI06,campaign_1,7,S1,S1_MI
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,S1MI07,campaign_1,7,S1,S1_MI
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,S2SA01,campaign_1,7,S2,S2_SA
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,S2SA02,campaign_1,7,S2,S2_SA
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,S2SA03,campaign_1,7,S2,S2_SA
grouped_cv,0,1,grouped_cv_repeat0_fold1,train,S2SA05,campaign_1,7,S2,S2_SA
