sample_name,specimen_id,group_value,strategy,split_id,membership
D01-20240918-36W,D01,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
D02-20240918-36W,D02,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
D03-20240918-36W,D03,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
D04-20240918-36W,D04,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
D05-20240918-36W,D05,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
D06-20240918-36W,D06,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
E01-20240918-36W,E01,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
E02-20240918-36W,E02,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
E03-20240918-36W,E03,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
E04-20240918-36W,E04,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
E05-20240918-36W,E05,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
E06-20240918-36W,E06,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
F01-20240918-36W,F01,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
F02-20240918-36W,F02,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
F03-20240918-36W,F03,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
F04-20240918-36W,F04,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
F05-20240918-36W,F05,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
F06-20240918-36W,F06,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
G01-20240918-36W,G01,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
G02-20240918-36W,G02,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
G03-20240918-36W,G03,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
G04-20240918-36W,G04,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
G05-20240918-36W,G05,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
G06-20240918-36W,G06,campaign_2,leave_one_campaign_out,leave_one_campaign_out_0,train
S1MI01-20221206-28W,S1MI01,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S1MI02-20221206-28W,S1MI02,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S1MI03-20221206-28W,S1MI03,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S1MI04-20221206-28W,S1MI04,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S1MI05-20221206-28W,S1MI05,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S1MI06-20221206-28W,S1MI06,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S1MI07-20221206-28W,S1MI07,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S2SA01-20221206-28W,S2SA01,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S2SA02-20221206-28W,S2SA02,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S2SA03-20221206-28W,S2SA03,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S2SA04-20221206-28W,S2SA04,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S2SA05-20221206-28W,S2SA05,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
S2SA06-20221206-28W,S2SA06,campaign_1,leave_one_campaign_out,leave_one_campaign_out_0,test
