img_rust_area_ratio_pct,img_black_mask_ratio_pct,img_gray_mask_ratio_pct,img_brightness_mean,img_brightness_std,img_brightness_p10,img_brightness_p90,img_contrast,img_r_mean,img_g_mean,img_b_mean,img_r_std,img_g_std,img_b_std,img_hsv_h_mean,img_hsv_h_std,img_hsv_h_p10,img_hsv_h_p90,img_hsv_h_hist_bin_0,img_hsv_h_hist_bin_1,img_hsv_h_hist_bin_2,img_hsv_h_hist_bin_3,img_hsv_h_hist_bin_4,img_hsv_h_hist_bin_5,img_hsv_h_hist_bin_6,img_hsv_h_hist_bin_7,img_hsv_s_mean,img_hsv_s_std,img_hsv_s_p10,img_hsv_s_p90,img_hsv_s_hist_bin_0,img_hsv_s_hist_bin_1,img_hsv_s_hist_bin_2,img_hsv_s_hist_bin_3,img_hsv_s_hist_bin_4,img_hsv_s_hist_bin_5,img_hsv_s_hist_bin_6,img_hsv_s_hist_bin_7,img_hsv_v_mean,img_hsv_v_std,img_hsv_v_p10,img_hsv_v_p90,img_hsv_v_hist_bin_0,img_hsv_v_hist_bin_1,img_hsv_v_hist_bin_2,img_hsv_v_hist_bin_3,img_hsv_v_hist_bin_4,img_hsv_v_hist_bin_5,img_hsv_v_hist_bin_6,img_hsv_v_hist_bin_7,img_gray_hist_bin_0,img_gray_hist_bin_1,img_gray_hist_bin_2,img_gray_hist_bin_3,img_gray_hist_bin_4,img_gray_hist_bin_5,img_gray_hist_bin_6,img_gray_hist_bin_7,img_glcm_contrast,img_glcm_homogeneity,img_glcm_energy,img_lbp_mean,img_lbp_std,img_rust_blob_count,img_rust_blob_largest_ratio_pct,img_rust_blob_mean_ratio_pct,img_rust_blob_eccentricity_mean,img_rust_blob_eccentricity_max,img_strip_count,img_strip_rust_mean_pct,img_strip_rust_std_pct,img_strip_rust_max_pct,img_strip_rust_p90_pct,img_strip_high_count,img_strip_peak_location_cm,img_rust_center_of_mass_cm,img_edge_to_center_rust_ratio,sample_name,specimen_id,image_path
0.0032017365350698684,0.0,0.008357075023741691,233.71117568850903,12.50049924924305,218.0,248.0,12.50049924924305,243.55421136887804,233.60938597205265,212.18413783747118,11.11153527621811,13.015855425169303,14.369385943524886,0.11502043157815933,0.013104276731610298,0.10215053707361221,0.12878787517547607,7.027974494641161,0.9720255053588387,0.0,0.0,0.0,0.0,0.0,0.0,0.12959575653076172,0.024890782311558723,0.09803920984268188,0.15611813962459564,3.2700388007054673,4.72418722018722,0.005365893365893366,0.00023877357210690543,0.0001519468186134853,1.7365350698684032e-05,0.0,0.0,0.9551145434379578,0.04357464239001274,0.8980392217636108,1.0,0.0,8.682675349342016e-06,0.0002821869488536155,0.0007727581060914395,0.0009854836521503189,0.006095238095238095,0.42939302672636004,7.562462623795957,0.0,4.917921584588251e-07,2.0010853344186678e-06,3.306878306878307e-06,5.2570885904219236e-06,0.00017219508886175553,0.00543462555962556,0.025632122507122507,1.961147710376347,0.6456280800636451,0.24612241529297083,5.154853894277778,3.117202235262287,6.0,0.0017365350698684032,0.0005336227558449781,0.6051375110430725,1.0,47.0,0.003273322422258592,0.009123979087476367,0.041720990873533245,0.00651890482398957,0.0,13.985185185185186,14.407174244462379,0.08888339205013127,D01-20240110-0W,D01,Data/Images_dataset/D01-20240110-0W.png
0.0,0.0,0.0011396011396011395,240.03829439696108,17.799417334767412,215.0,255.0,17.799417334767412,245.0441161307828,239.575429656763,233.12424148690815,15.996818306957595,18.461179382018035,19.994845345893708,0.0898054987192154,0.04772275686264038,0.0,0.1666666716337204,6.210926061592728,1.7887960927960929,0.0,0.0,0.0,0.0,0.0,0.0002778456111789445,0.04968973249197006,0.03226823732256889,0.0,0.09411764144897461,7.908059150725817,0.09036494369827704,0.0011591371591371592,0.0004167684167684168,0.0,0.0,0.0,0.0,0.9609573483467102,0.06273261457681656,0.8705882430076599,1.0,0.0,0.0,0.0,0.0005079365079365079,0.0061994301994301995,0.11189363722697056,0.711601682268349,7.169797313797313,0.0,0.0,0.0,3.0864197530864196e-06,5.935422602089269e-05,0.0007144552977886311,0.004252475919142586,0.026220628137294803,4.980659580635212,0.6027331326573362,0.36749096049221597,5.209298502167574,2.849721466903005,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.49947089947089945,0.0,1.0,D01-20240124-2W,D01,Data/Images_dataset/D01-20240124-2W.png
0.006240672907339574,0.0,0.012806946140279473,218.4446571699905,21.5390204504669,186.0,242.0,21.5390204504669,227.38393759327093,217.50512169312168,203.88926387193055,20.199753578808647,21.91313155407704,23.724429424345576,0.09703320264816284,0.01475682482123375,0.08235295116901398,0.11666666716337204,7.754414869081535,0.24524216524216524,0.0,0.0,0.0,0.0,0.0,0.0003429656762990096,0.10547459870576859,0.03574829548597336,0.07058823108673096,0.1505376249551773,6.471180572513906,1.5068305521638854,0.014838692172025506,0.0035512142178808844,0.002114231447564781,0.0014065934065934065,7.814407814407814e-05,0.0,0.8917017579078674,0.07921472191810608,0.772549033164978,0.9803921580314636,0.0,4.341337674671008e-05,0.0006208112874779542,0.0010158730158730158,0.01684004884004884,0.5463920770587437,2.104702211368878,5.330385565052231,0.0,5.935422602089269e-07,3.4255867589200924e-06,8.530050196716863e-06,0.0003574820241486908,0.003697954822954823,0.011479616062949395,0.015702397910731244,6.203513733205565,0.45025341764875204,0.1452433539366187,4.977225332491109,3.1371267526311546,8.0,0.0019536019536019536,0.0007800841134174468,0.7205873991326758,1.0,47.0,0.006380204721351495,0.014313151698701053,0.0651890482398957,0.01955671447196871,0.0,14.484656084656084,12.233687600644126,0.323228327107063,D01-20240207-4W,D01,Data/Images_dataset/D01-20240207-4W.png
0.0004884004884004884,0.0,0.003798670465337132,242.25319006919008,18.687862669760996,213.0,255.0,18.687862669760996,245.31290462623795,242.07949694749695,237.78620431420433,16.2159225834651,19.246761433294452,22.305633281177798,0.06880258768796921,0.07539567351341248,0.0,0.1666666716337204,6.370947768281102,1.6076233889567222,0.0007423687423687424,1.3024013024013025e-05,4.341337674671008e-05,0.0009941663274996607,0.0026178266178266177,0.01701804368471035,0.03229159116744995,0.03972792625427246,0.0,0.0855855792760849,7.935900149233483,0.04274046940713607,0.010814272147605481,0.008456925790259124,0.0020664767331434,2.170668837335504e-05,0.0,0.0,0.9620286226272583,0.06358304619789124,0.8627451062202454,1.0,0.0,0.0,5.6437389770723105e-05,0.0007467100800434133,0.0022878849545516214,0.08776882376882376,0.8557037037037037,7.053436440103106,0.0,0.0,6.444173110839777e-07,3.6460453127119794e-06,4.181929181929182e-05,0.0006622405372405372,0.004534815493148827,0.02600683421516755,4.403870408506027,0.6568336641555304,0.49000058878070907,5.655844661538328,2.558764316070447,1.0,0.0004884004884004884,0.0004884004884004884,0.786283935618104,0.786283935618104,47.0,0.0004993203694970734,0.0023684844745914236,0.011734028683181226,0.0,0.0,20.977777777777778,21.1856554967666,978.8357235984355,D01-20240221-6W,D01,Data/Images_dataset/D01-20240221-6W.png
0.08107448107448108,0.0,0.0021164021164021165,242.7251455704789,18.18931078250294,221.0,255.0,18.18931078250294,247.25058038258038,243.06299118165785,232.9183774250441,13.72358987819546,19.581328631413964,26.120586472364874,0.11594788730144501,0.052582915872335434,0.0,0.1666666716337204,4.0913070139736805,3.9085974765974765,1.3024013024013025e-05,0.0,0.0,0.0,8.682675349342016e-06,7.380274046940714e-05,0.06014872342348099,0.07868240028619766,0.0,0.09958505630493164,7.610156559489893,0.18297435897435899,0.06894912494912495,0.047607108940442275,0.05700610500610501,0.032889974223307555,0.00036033102699769366,5.6437389770723105e-05,0.969628095626831,0.05381553992629051,0.8980392217636108,1.0,0.0,0.0,3.0389363722697055e-05,0.0007336860670194003,0.003798670465337132,0.060005969339302676,0.4995316781983449,7.435899606566273,0.0,0.0,7.970424637091304e-07,6.885090218423551e-05,0.0002033984533984534,0.0004247049247049247,0.002825888617555284,0.027726360059693395,3.888252360005785,0.6414626631633569,0.44741879564530973,5.515475871139685,3.284776847804797,38.0,0.02941256274589608,0.002133538975644239,0.8041515705552937,1.0,47.0,0.08288718133651418,0.24593290009245952,1.2099087353324642,0.20182529335071675,0.0,21.477248677248678,18.09922724407329,1.571251403905168,D01-20240306-8W,D01,Data/Images_dataset/D01-20240306-8W.png
0.5650250983584317,0.0,0.0030389363722697054,231.42258363858363,25.514709251763644,197.0,254.0,25.514709251763644,238.58370750237418,231.68833428300096,215.48242083842084,20.364980535406495,27.136388839568337,34.848985307836884,0.12222553044557571,0.03539615496993065,0.1041666641831398,0.1666666716337204,4.900788495455162,3.099211504544838,0.0,0.0,0.0,0.0,0.0,0.0,0.10142844915390015,0.10247555375099182,0.027450978755950928,0.1520737260580063,6.378879392212726,1.3226275946275947,0.07140632207298873,0.06468593135259802,0.04821923755257088,0.06696079229412563,0.045757699091032424,0.0014630307963641297,0.9356224536895752,0.07986266165971756,0.8156862854957581,1.0,0.0,0.0,5.6437389770723105e-05,0.0011938678605345272,0.013618776285442951,0.26394464794464795,1.3989526522859856,6.322233618233618,0.0,2.2045855379188713e-07,2.942273775607109e-05,0.00020372066205399537,0.0002970763804097137,0.001847934472934473,0.006867453534120201,0.022004171754171756,5.675884548657392,0.5222825778050884,0.2659304420822268,5.2837920859761,3.301474403447357,26.0,0.3933794600461267,0.021731734552247372,0.5886081818524125,1.0,47.0,0.5776581874670588,1.5909279680531903,7.8956975228161665,2.400521512385919,2.0,12.486772486772487,14.736777873312638,0.3024921429156835,D01-20240320-10W,D01,Data/Images_dataset/D01-20240320-10W.png
0.19373219373219375,0.0,0.00520960520960521,239.60357889024556,22.606720911284793,208.0,255.0,22.606720911284793,241.20349803283136,240.4278551078551,234.2659991859992,19.492084128488045,23.495405892610304,29.896835644226936,0.12372376769781113,0.11088601499795914,0.0,0.24074073135852814,3.5611515398182063,3.708157916157916,0.6546303079636413,0.066005698005698,0.010054538054538055,0.0,0.0,0.0,0.03582633659243584,0.08167240023612976,0.0,0.06372548639774323,7.727068783068783,0.058647130647130646,0.057431556098222765,0.046452313118979786,0.08489485822819157,0.02485849952516619,0.0005209605209605209,0.00012589879256545922,0.9503058195114136,0.07421553134918213,0.8352941274642944,1.0,0.0,0.0,0.0001519468186134853,0.002222764889431556,0.005535205535205535,0.17876760276760276,1.143382444715778,6.669940035273369,0.0,6.952923619590287e-07,3.340795007461674e-06,9.6001221001221e-05,0.00024033374033374032,0.0009437321937321938,0.005017229683896351,0.024948667073667073,5.780012964431986,0.6111229068159421,0.4452229257835384,5.890842541555981,2.9913330184585485,33.0,0.14809388142721477,0.005870672537339204,0.6929570936722906,1.0,47.0,0.19806374656717246,0.6554031042430237,3.524119947848761,0.2983050847457627,0.0,12.486772486772487,12.931610570153985,0.04851139668586195,D01-20240405-12W,D01,Data/Images_dataset/D01-20240405-12W.png
0.675674942341609,0.0,0.02306335639668973,212.42501044634378,26.14086417409683,179.0,240.0,26.14086417409683,223.61607271740604,212.73313254646587,186.16325274725276,23.93859748445725,27.19327189598251,29.113275539805635,0.1202310249209404,0.011354324407875538,0.1111111119389534,0.13131313025951385,6.4453582960249625,1.5546417039750373,0.0,0.0,0.0,0.0,0.0,0.0,0.17136412858963013,0.0733877643942833,0.12799999117851257,0.2102563977241516,0.6100751594084928,7.028339167005834,0.12881617148283814,0.0890364943698277,0.0975715642382309,0.043534934201600865,0.0018667752001085335,0.0007597340930674264,0.8769257664680481,0.09387685358524323,0.7490196228027344,0.9803921580314636,8.248541581874915e-05,0.0013501560168226836,0.001532492199158866,0.011144213810880477,0.12077167277167278,0.7019508886175553,2.429243250576584,4.7339248405915075,2.1537104870438202e-06,6.919006919006919e-06,0.00010363247863247864,0.00022530864197530865,0.0009143264143264144,0.00438144417311084,0.013297195088861756,0.012319020485687152,7.049644564340188,0.4317102874347477,0.12487525890334844,4.983135324097709,3.117956346000459,52.0,0.4372269705603039,0.012993748891184789,0.7242743933147321,1.0,47.0,0.6906710310965631,1.708902132903772,8.07561929595828,2.2784876140808343,2.0,12.986243386243386,14.853657618286963,0.3249083168025017,D01-20240417-14W,D01,Data/Images_dataset/D01-20240417-14W.png
0.9595984262650928,0.0,0.32348392348392346,197.38746764346763,39.41714493762046,147.0,252.0,39.41714493762046,204.98149667616335,198.4419943019943,177.0893029439696,38.230041183473304,40.02954946571171,41.70736276843234,0.1336079090833664,0.022782528772950172,0.11574073880910873,0.1666666716337204,2.831646180979514,5.168353819020486,0.0,0.0,0.0,0.0,0.0,0.0,0.142445370554924,0.08693280816078186,0.0936170145869255,0.17741934955120087,3.405054402387736,4.243119251119251,0.10014163614163614,0.08560249626916294,0.09343861077194411,0.06525030525030526,0.006403473070139737,0.0009898249898249898,0.8039546608924866,0.1498214453458786,0.6117647290229797,1.0,0.00025179758513091844,0.002530999864333198,0.007979378646045313,0.13571021571021571,0.8072413512413512,2.3221728395061727,1.6798111518111518,3.044302265635599,3.832587165920499e-06,1.9078144078144078e-05,0.0001882716049382716,0.0009687627187627188,0.004195054945054945,0.009369946411613077,0.006524369149369149,0.009980684439017772,9.628729698245433,0.408587709285813,0.11116863846012348,5.1434925194908585,3.327416817802046,160.0,0.5483652150318817,0.005997490164156831,0.6699667180623357,1.0,47.0,0.9788621043579573,2.213141355524753,9.36245110821382,4.427640156453716,4.0,12.986243386243386,15.100330781335135,0.39547262358250723,D01-20240508-17W,D01,Data/Images_dataset/D01-20240508-17W.png
0.8930674264007596,0.0,0.029683896350563017,207.62064631664632,24.399855295249335,178.0,232.0,24.399855295249335,215.0817501017501,209.61228001628,182.19265499932166,22.86701160291319,25.6234848982113,28.441458916745773,0.1521509438753128,0.0336734913289547,0.12962962687015533,0.21111111342906952,0.5469477682811016,7.351195767195767,0.10185646452313118,0.0,0.0,0.0,0.0,0.0,0.1591065376996994,0.09756725281476974,0.08796295523643494,0.19895286858081818,2.2704588251254916,5.282735042735043,0.13467263600596935,0.10108370641703975,0.08339709673043007,0.10096649029982363,0.023886039886039885,0.0028001628001628003,0.8472414612770081,0.08721329271793365,0.729411780834198,0.9372549057006836,6.512006512006512e-05,0.000555691222357889,0.0019275539275539276,0.019006376339709672,0.17051906118572785,0.8569019129019129,3.375255460588794,3.575768823768824,1.3227513227513228e-06,7.749966083299416e-06,0.00013398792565459233,0.00032568511735178403,0.0009785646452313119,0.0043235653235653235,0.01740340523673857,0.008075719034052367,5.245869836454815,0.5040173787559822,0.1564118448764303,5.024237022679484,3.1107282284912783,83.0,0.5167819834486501,0.010759848510852528,0.6930902775698279,1.0,47.0,0.9054065300008322,1.9806685404671962,8.658409387222948,3.468839634941329,2.0,12.486772486772487,11.622485148887288,0.42203082653519514,D01-20240522-19W,D01,Data/Images_dataset/D01-20240522-19W.png
