record_id,feature_extraction_failed,image_height_px,image_width_px,rust_area_pct_feature,peak_rust_pct_feature,peak_rust_location_cm_feature,rust_distribution_std,rust_distribution_range,rust_distribution_entropy,rust_score_mean,rust_score_std,rust_segmentation_threshold,edge_density,gray_mean,gray_std,rgb_r_mean,rgb_g_mean,rgb_b_mean,rgb_r_std,rgb_g_std,rgb_b_std,hsv_h_mean,hsv_s_mean,hsv_v_mean,hsv_s_std,hsv_v_std,lab_l_mean,lab_a_mean,lab_b_mean,lab_a_std,lab_b_std,rust_component_count,rust_component_largest_area_pct,rust_component_mean_area_pct,rust_component_mean_eccentricity,hist_h_bin_00,hist_h_bin_01,hist_h_bin_02,hist_h_bin_03,hist_h_bin_04,hist_h_bin_05,hist_h_bin_06,hist_h_bin_07,hist_s_bin_00,hist_s_bin_01,hist_s_bin_02,hist_s_bin_03,hist_s_bin_04,hist_s_bin_05,hist_s_bin_06,hist_s_bin_07,hist_v_bin_00,hist_v_bin_01,hist_v_bin_02,hist_v_bin_03,hist_v_bin_04,hist_v_bin_05,hist_v_bin_06,hist_v_bin_07,texture_contrast_mean,texture_contrast_std,texture_dissimilarity_mean,texture_dissimilarity_std,texture_homogeneity_mean,texture_homogeneity_std,texture_energy_mean,texture_energy_std,texture_correlation_mean,texture_correlation_std,texture_lbp_bin_00,texture_lbp_bin_01,texture_lbp_bin_02,texture_lbp_bin_03,texture_lbp_bin_04,texture_lbp_bin_05,texture_lbp_bin_06,texture_lbp_bin_07,texture_lbp_bin_08,texture_lbp_bin_09,rust_segment_00_pct,rust_segment_01_pct,rust_segment_02_pct,rust_segment_03_pct,rust_segment_04_pct,rust_segment_05_pct,rust_segment_06_pct,rust_segment_07_pct,rust_segment_08_pct,rust_segment_09_pct,rust_segment_10_pct,rust_segment_11_pct
D01-20240110-0W,0.0,546.0,2664.0,47.12837837837838,84.22268422268422,13.0,23.59968702855937,75.04207504207504,3.4697966097706288,0.257258802652359,0.16710920631885529,0.3157470226287842,0.5871709621709622,0.6236453056335449,0.23769594728946686,0.7064920663833618,0.6043795943260193,0.5706321597099304,0.25742021203041077,0.2340201884508133,0.2327669858932495,0.2360854148864746,0.2196984738111496,0.7080070376396179,0.13486851751804352,0.25429052114486694,64.87738037109375,8.334306716918945,8.138184547424316,5.396785736083984,6.640472888946533,135.0,40.37416537416537,0.3490990990990991,0.6597874016191894,6.055456555456556,0.22126522126522127,0.03698203698203698,0.043345543345543344,0.06361306361306361,0.08641058641058641,0.12458062458062458,1.3683463683463684,1.2092257092257093,4.457550957550958,1.8263923263923263,0.24142824142824143,0.102998602998603,0.04538054538054538,0.021994521994521996,0.09502909502909503,0.27613327613327615,0.26175626175626177,0.40066990066990066,0.6374286374286374,1.005918005918006,1.4043439043439043,1.440984940984941,2.5727650727650726,7.162221853309479,2.5581418512197405,1.9666515593992715,0.4395767401520245,0.41096894429424213,0.0754911743967167,0.11493812034687852,0.012820343743898439,0.585343116766039,0.14877044084692265,0.07958984375,0.09855143229166667,0.08846028645833333,0.11078559027777778,0.10932074652777778,0.11192491319444445,0.08430989583333333,0.0778537326388889,0.08219401041666667,0.1570095486111111,54.43520443520443,43.475068475068475,44.94356994356995,70.72567072567072,67.38689238689238,76.55595155595155,84.22268422268422,49.26657426657427,26.28617628617629,19.084744084744084,19.977394977394976,9.180609180609181
D01-20240124-2W,0.0,546.0,2664.0,32.22913847913848,49.965349965349965,7.0,11.714651533956893,37.9030129030129,4.102341545319184,0.14675134420394897,0.18431870639324188,0.22,0.48402729652729654,0.7728681564331055,0.2664327025413513,0.822769820690155,0.7651610374450684,0.702267050743103,0.2661075294017792,0.2692830562591553,0.25984492897987366,0.11341502517461777,0.16471026837825775,0.8236084580421448,0.14261303842067719,0.26392680406570435,78.7156753540039,2.8211138248443604,9.982330322265625,5.03891658782959,7.729830265045166,210.0,6.81980056980057,0.1534720879958975,0.7028794457475939,5.718883718883719,1.903188903188903,0.025569525569525568,0.0225995225995226,0.11823911823911824,0.042647042647042645,0.028578028578028578,0.1402941402941403,3.381914881914882,2.953117953117953,1.235911735911736,0.26794376794376795,0.07491007491007491,0.018540518540518542,0.008662508662508662,0.058998558998559,0.261965261965262,0.2228767228767229,0.28824428824428827,0.36524986524986525,0.46066396066396065,0.5101365101365102,0.7437877437877438,5.147075647075647,12.27772913183154,4.1775378269406005,2.441936967053718,0.5329642215549835,0.4074498358963069,0.0682819635279613,0.186081459463589,0.02500322504088314,0.3527570887911383,0.22197440119840625,0.06258138020833333,0.103515625,0.07758246527777778,0.124755859375,0.12285698784722222,0.1283637152777778,0.07948133680555555,0.08243815104166667,0.07145182291666667,0.14697265625,43.663993663993665,39.94901494901495,29.95000495000495,49.965349965349965,42.212817212817214,15.462990462990463,21.506121506121506,24.146949146949147,12.062337062337063,26.75890175890176,41.234366234366234,39.83681483681484
D01-20240207-4W,0.0,546.0,2664.0,24.985699985699984,76.88512688512688,9.0,24.668184584245914,76.88512688512688,2.7202623733080267,0.1932922601699829,0.10457442700862885,0.22989331185817719,0.7476205601205601,0.5501022934913635,0.27633386850357056,0.5566422939300537,0.5492044687271118,0.5397361516952515,0.279447078704834,0.27637800574302673,0.2710437476634979,0.3771916329860687,0.09255214780569077,0.5667441487312317,0.1361837387084961,0.2784208655357361,57.03360366821289,0.32268625497817993,1.4988183975219727,2.5189855098724365,4.251958847045898,88.0,11.941405691405691,0.28392840892840887,0.6162827113073098,2.811861311861312,1.093038093038093,0.4410784410784411,0.6294481294481294,0.9484924484924485,0.7644457644457644,0.4554829554829555,0.8561528561528562,6.74018524018524,0.7414887414887414,0.23103873103873104,0.09288959288959289,0.05286055286055286,0.036674036674036674,0.014811514811514812,0.09005159005159005,0.6402666402666403,0.7425117425117425,0.8319198319198319,0.9111364111364111,1.081042581042581,1.2839102839102838,1.2964667964667964,1.2127457127457129,12.776648933369989,4.288136402512143,2.75797681757984,0.5540363473294507,0.3082593094618178,0.059743037558258744,0.09613732154634462,0.006989336044022422,0.3347531017902525,0.22447745008052322,0.09101019965277778,0.10441080729166667,0.0817599826388889,0.09600151909722222,0.0954318576388889,0.099609375,0.08417426215277778,0.0923122829861111,0.08930121527777778,0.1659884982638889,17.360492360492362,14.823614823614822,9.461934461934462,53.4947034947035,76.88512688512688,50.76807576807577,51.43467643467643,10.54021054021054,4.669504669504669,0.0,5.506055506055506,4.884004884004884
D01-20240221-6W,0.0,546.0,2664.0,16.779416779416778,29.986304986304983,1.0,10.32537353679678,29.986304986304983,3.0961944384376805,0.10339455306529999,0.16608214378356934,0.22,0.42943836693836696,0.8071586489677429,0.2806257903575897,0.830237865447998,0.804024338722229,0.7702375054359436,0.2738518714904785,0.2833440899848938,0.2881389260292053,0.10698194056749344,0.10888367146253586,0.8330065011978149,0.16131192445755005,0.2687782049179077,81.71879577636719,1.1251599788665771,5.273537635803223,4.090094566345215,7.36696195602417,86.0,6.483612733612734,0.19510949743507883,0.7661896282100977,5.8616418616418615,1.4364914364914365,0.09243859243859244,0.1385066385066385,0.18452518452518452,0.07724757724757725,0.04907104907104907,0.16007766007766008,5.390967890967891,1.4124289124289124,0.7711117711117711,0.2164912164912165,0.07326557326557327,0.03172403172403172,0.019756019756019757,0.08425458425458425,0.2742082742082742,0.2327987327987328,0.3018238018238018,0.3572638572638573,0.4125169125169125,0.43426943426943426,0.5187770187770188,5.468341968341968,12.47840838350821,3.8951098214099824,2.3319767219189527,0.45945623550276504,0.4622805380130301,0.05453547273611517,0.29242965375123336,0.03225727759450978,0.4025527757499314,0.1915900822388589,0.053656684027777776,0.10899522569444445,0.06190321180555555,0.12163628472222222,0.0995822482638889,0.13856336805555555,0.07451714409722222,0.08544921875,0.086181640625,0.16951497395833334,29.986304986304983,26.8009768009768,14.699039699039698,21.525096525096522,28.399828399828397,18.18796818796819,29.1002541002541,13.77091377091377,12.945912945912946,3.980628980628981,1.9560769560769562,0.0
D01-20240306-8W,0.0,546.0,2664.0,11.538942788942789,30.25855525855526,13.0,8.691483657117638,30.25855525855526,2.526495125461294,0.10658573359251022,0.15787549316883087,0.22,0.559547872047872,0.8058264255523682,0.2634231746196747,0.8321178555488586,0.8056787848472595,0.729802668094635,0.26674723625183105,0.26627859473228455,0.2554227113723755,0.15590128302574158,0.15710225701332092,0.8379662036895752,0.17597292363643646,0.2540470063686371,81.84358978271484,-0.556408166885376,10.466172218322754,5.9753217697143555,10.783935546875,99.0,2.393602393602394,0.11655497766608877,0.63878041178742,3.71965371965372,3.466796466796467,0.11375111375111376,0.14381964381964382,0.3806113806113806,0.0989010989010989,0.021923021923021924,0.05454355454355454,4.089617089617089,2.618921118921119,0.8167288167288167,0.16834966834966836,0.055715055715055715,0.03465003465003465,0.029601029601029602,0.1864171864171864,0.19353969353969355,0.20392920392920394,0.2975282975282975,0.3732028732028732,0.4176044176044176,0.5285890285890286,0.625961125961126,5.359645359645359,8.273262791892616,3.1362652613029263,1.9510765748360361,0.4405689781286562,0.45855411653798583,0.0638750414719983,0.21714524496738952,0.02371641705681902,0.4743788684293315,0.2033604322373512,0.07807074652777778,0.11480034722222222,0.07581922743055555,0.10606553819444445,0.099365234375,0.10831705729166667,0.07524956597222222,0.07804361979166667,0.0907931857638889,0.17347547743055555,13.978813978813978,16.063591063591062,10.385935385935385,23.177573177573176,14.366564366564367,12.271887271887271,30.25855525855526,10.0996600996601,4.284229284229284,0.0,3.580503580503581,0.0
D01-20240320-10W,0.0,546.0,2664.0,32.96675796675797,53.427878427878426,7.0,13.806007598050876,41.53384153384153,4.033936133137821,0.16441687941551208,0.1678638756275177,0.2231692373752594,0.6673273548273548,0.7202923893928528,0.2871958613395691,0.7490231394767761,0.7187795042991638,0.6506248116493225,0.296172171831131,0.2895607650279999,0.25831884145736694,0.18373948335647583,0.17350007593631744,0.755766749382019,0.18555255234241486,0.283064067363739,73.65316009521484,0.10098689794540405,9.605230331420898,5.49950647354126,9.800689697265625,148.0,12.291274791274791,0.22274836464025652,0.6824361363463741,4.175747175747175,2.676110176110176,0.04678304678304678,0.10654060654060654,0.7664092664092664,0.16072116072116072,0.024128524128524127,0.04356004356004356,3.4925859925859926,3.558019558019558,0.4233739233739234,0.10263010263010262,0.07390357390357391,0.05161205161205161,0.05057255057255057,0.2473022473022473,0.24314424314424316,0.3866008866008866,0.5134695134695134,0.5735240735240735,0.6184976184976185,0.7461747461747462,0.8598378598378599,4.058751058751059,9.643695555542898,3.677688873148413,2.222625882639798,0.5009159350058228,0.40121357357938137,0.06450362837206294,0.14275630964233393,0.015261594982965684,0.5446215690933027,0.18064322873570765,0.08306206597222222,0.10649956597222222,0.08289930555555555,0.10438368055555555,0.0966525607638889,0.10514322916666667,0.07655164930555555,0.08314344618055555,0.09027777777777778,0.17138671875,20.363495363495364,23.83757383757384,17.52796752796753,53.427878427878426,33.114708114708115,24.495924495924495,50.68475068475069,35.32241032241033,11.894036894036894,26.899976899976902,48.38959838959839,49.64277464277465
D01-20240405-12W,0.0,546.0,2664.0,6.991950741950742,33.88278388278388,13.0,9.082292019028229,33.88278388278388,1.6832095247239733,0.08428099751472473,0.12349805980920792,0.22,0.5431523556523556,0.7910194993019104,0.2883140444755554,0.7830267548561096,0.7959661483764648,0.7654936909675598,0.29518139362335205,0.2886536717414856,0.2904109060764313,0.18156112730503082,0.10380198806524277,0.8063228130340576,0.18901731073856354,0.27574482560157776,80.26972198486328,-2.3599274158477783,3.60992169380188,6.786388874053955,8.728492736816406,31.0,1.7278954778954778,0.2255467981274433,0.7143946447142976,3.7105787105787105,1.4843909843909844,1.1363946363946364,0.9888624888624888,0.6121506121506122,0.054587554587554585,0.003976503976503977,0.009058509058509058,6.23954173954174,1.0673640673640674,0.23593373593373593,0.09887359887359887,0.057843557843557845,0.05238205238205238,0.02567952567952568,0.22238172238172238,0.23586773586773588,0.3017523017523018,0.3876843876843877,0.4534204534204534,0.49266849266849266,0.5553355553355553,0.5750695750695751,4.998201498201499,9.482809604858428,3.2975675937099687,2.111452861950349,0.4369684463669187,0.4425569921385711,0.05795710918954701,0.22009743133084866,0.02483263774624805,0.47906591759135786,0.18963788795371406,0.0766872829861111,0.11615668402777778,0.07264539930555555,0.1091579861111111,0.08848741319444445,0.1051974826388889,0.07120768229166667,0.08599175347222222,0.093505859375,0.1809624565972222,4.021054021054021,12.36098736098736,0.5568755568755569,11.193611193611193,4.42035442035442,3.1845031845031846,33.88278388278388,9.686334686334687,0.4471504471504471,1.1871761871761872,2.9625779625779627,0.0
D01-20240417-14W,0.0,546.0,2664.0,21.76970926970927,75.77632577632578,13.0,24.13274960014203,75.77632577632578,2.3776358315558497,0.1770821362733841,0.1181994378566742,0.24115127325057983,0.7341922966922967,0.5462859869003296,0.2726552188396454,0.5692312121391296,0.5394259095191956,0.5467275381088257,0.28687676787376404,0.26962894201278687,0.2703016996383667,0.5560079216957092,0.12180905044078827,0.5793409943580627,0.17133933305740356,0.27851465344429016,56.754974365234375,3.299771547317505,-0.01130526140332222,3.6038503646850586,6.917465686798096,42.0,16.256366256366256,0.518326411183554,0.6464161634115486,2.324830324830325,0.17334367334367334,0.04044704044704045,0.051397551397551394,0.7658647658647658,1.3922053922053923,1.4756404756404757,1.7762707762707763,6.223806223806224,1.1016896016896016,0.23897523897523898,0.10092510092510093,0.06807906807906808,0.04362604362604362,0.03808203808203808,0.1848166848166848,0.534083534083534,0.7252087252087253,0.84999834999835,0.9798919798919798,1.1065186065186066,1.1921371921371922,1.1925386925386925,1.4196229196229195,12.599797546606332,4.785467613018798,2.733034486357482,0.6308281382257039,0.31201365779402557,0.07077041017234673,0.09262211925115676,0.00834670373836066,0.38633471477277875,0.23488945372643305,0.08021375868055555,0.095947265625,0.08558485243055555,0.11029730902777778,0.1139865451388889,0.1086697048611111,0.08194986979166667,0.08610026041666667,0.083984375,0.1532660590277778,0.0,2.767052767052767,1.612876612876613,33.19060819060819,26.48170148170148,42.70946770946771,75.77632577632578,55.74695574695575,11.105336105336105,5.428505428505429,5.974655974655975,0.443025443025443
D01-20240508-17W,0.0,546.0,2664.0,39.002257752257755,93.93541893541894,13.0,32.52590610343461,93.56416856416855,2.4542053204727017,0.1981552690267563,0.15201036632061005,0.25135889649391174,0.7313515438515439,0.6008671522140503,0.28946664929389954,0.6134833693504333,0.6019330024719238,0.5531081557273865,0.29869839549064636,0.29037266969680786,0.26499244570732117,0.228891983628273,0.15954434871673584,0.6257537603378296,0.17151035368442535,0.2903585433959961,62.037498474121094,-0.9296534061431885,6.750790596008301,3.9839327335357666,7.532002925872803,47.0,27.31914606914607,0.8298352713246331,0.7003013729446793,3.3297198297198296,2.3208373208373207,0.4635294635294635,0.6782826782826783,1.0244585244585245,0.1284966284966285,0.024524524524524523,0.030151030151030152,3.6618761618761617,3.6245531245531244,0.236005236005236,0.1086086086086086,0.0662035662035662,0.05545655545655546,0.051128051128051126,0.19616869616869617,0.48149248149248147,0.6085591085591086,0.7292787292787293,0.8652773652773653,1.0304150304150304,1.1636306636306637,1.0423500423500422,2.078996578996579,7.9846807970936675,2.5184918349703227,2.151246239129691,0.39552646050398105,0.37376237910005616,0.05625651878263631,0.10071560556574742,0.00849271413615365,0.6380561779387022,0.11454292264368851,0.09556749131944445,0.1103786892361111,0.07823350694444445,0.08989800347222222,0.08854166666666667,0.0888671875,0.07747395833333333,0.08968098958333333,0.10050455729166667,0.1808539496527778,29.788304788304785,62.43111243111243,35.09801009801009,34.616209616209616,65.92746592746592,91.3935913935914,93.93541893541894,46.76104676104676,2.5113025113025116,0.37125037125037125,4.11015411015411,1.0832260832260834
D01-20240522-19W,0.0,546.0,2664.0,19.636325886325885,86.47411147411147,13.0,23.03194588175354,86.23651123651123,2.596527128698468,0.21907606720924377,0.10661116242408752,0.2563899755477905,0.7034493284493285,0.5520430207252502,0.25650179386138916,0.5297224521636963,0.5557742714881897,0.5808057188987732,0.25969192385673523,0.2580728530883789,0.2578013241291046,0.48281386494636536,0.17709344625473022,0.5975559949874878,0.22167269885540009,0.2529474198818207,57.578033447265625,-0.4329780638217926,-4.158443927764893,4.085238456726074,9.924213409423828,35.0,13.688276188276188,0.5610378824664539,0.685943928617841,1.265848265848266,0.6059191059191059,0.18149468149468148,0.31554081554081553,3.856779856779857,1.4605814605814607,0.14122364122364123,0.1726121726121726,4.944499444499445,0.9446644446644447,0.9677259677259678,0.5026070026070026,0.20319220319220319,0.11023661023661023,0.07268257268257268,0.2543917543917544,0.3463958463958464,0.6028171028171028,0.7705782705782706,0.9757394757394757,1.2514382514382514,1.4808324808324809,1.3798248798248798,1.1923736923736923,10.41692618570038,3.7972209496563973,2.4652919070483046,0.546271916718929,0.33958801254618876,0.07074350943180667,0.10156227501065916,0.008816488766120659,0.41820774493827917,0.2142532682002814,0.0817599826388889,0.09903971354166667,0.0846896701388889,0.1059841579861111,0.1113552517361111,0.1091579861111111,0.0810546875,0.0823025173611111,0.08837890625,0.1562771267361111,15.426690426690426,6.91928191928192,0.23760023760023757,4.607629607629607,8.865458865458866,35.88588588588589,86.47411147411147,37.20918720918721,4.987954987954988,13.634788634788636,13.638088638088638,7.74923274923275
