specimen_id,day,predicted_wire_area_loss_frac,best_family
D01,0.0,0.17385883727857485,monotone_isotonic
D01,1.0,0.17385883727857485,monotone_isotonic
D01,2.0,0.17385883727857485,monotone_isotonic
D01,3.0,0.17385883727857485,monotone_isotonic
D01,4.0,0.17385883727857485,monotone_isotonic
D01,5.0,0.17385883727857485,monotone_isotonic
D01,6.0,0.17385883727857485,monotone_isotonic
D01,7.0,0.17385883727857485,monotone_isotonic
D01,8.0,0.17385883727857485,monotone_isotonic
D01,9.0,0.17385883727857485,monotone_isotonic
D01,10.0,0.17385883727857485,monotone_isotonic
D01,11.0,0.17385883727857485,monotone_isotonic
D01,12.0,0.17385883727857485,monotone_isotonic
D01,13.0,0.17385883727857485,monotone_isotonic
D01,14.0,0.17385883727857485,monotone_isotonic
D01,15.0,0.1802102914649102,monotone_isotonic
D01,16.0,0.18656174565124553,monotone_isotonic
D01,17.0,0.19291319983758087,monotone_isotonic
D01,18.0,0.19926465402391622,monotone_isotonic
D01,19.0,0.20561610821025156,monotone_isotonic
D01,20.0,0.2119675623965869,monotone_isotonic
D01,21.0,0.21831901658292224,monotone_isotonic
D01,22.0,0.2246704707692576,monotone_isotonic
D01,23.0,0.23102192495559296,monotone_isotonic
D01,24.0,0.2373733791419283,monotone_isotonic
D01,25.0,0.24372483332826364,monotone_isotonic
D01,26.0,0.250076287514599,monotone_isotonic
D01,27.0,0.2564277417009343,monotone_isotonic
D01,28.0,0.26277919588726967,monotone_isotonic
D01,29.0,0.26277919588726967,monotone_isotonic
D01,30.0,0.26277919588726967,monotone_isotonic
D01,31.0,0.26277919588726967,monotone_isotonic
D01,32.0,0.26277919588726967,monotone_isotonic
D01,33.0,0.26277919588726967,monotone_isotonic
D01,34.0,0.26277919588726967,monotone_isotonic
D01,35.0,0.26277919588726967,monotone_isotonic
D01,36.0,0.26277919588726967,monotone_isotonic
D01,37.0,0.26277919588726967,monotone_isotonic
D01,38.0,0.26277919588726967,monotone_isotonic
D01,39.0,0.26277919588726967,monotone_isotonic
D01,40.0,0.26277919588726967,monotone_isotonic
D01,41.0,0.26277919588726967,monotone_isotonic
D01,42.0,0.26277919588726967,monotone_isotonic
D01,43.0,0.26277919588726967,monotone_isotonic
D01,44.0,0.26277919588726967,monotone_isotonic
D01,45.0,0.26277919588726967,monotone_isotonic
D01,46.0,0.26277919588726967,monotone_isotonic
D01,47.0,0.26277919588726967,monotone_isotonic
D01,48.0,0.26277919588726967,monotone_isotonic
D01,49.0,0.26277919588726967,monotone_isotonic
D01,50.0,0.26277919588726967,monotone_isotonic
D01,51.0,0.26277919588726967,monotone_isotonic
D01,52.0,0.26277919588726967,monotone_isotonic
D01,53.0,0.26277919588726967,monotone_isotonic
D01,54.0,0.26277919588726967,monotone_isotonic
D01,55.0,0.26277919588726967,monotone_isotonic
D01,56.0,0.26277919588726967,monotone_isotonic
D01,57.0,0.26277919588726967,monotone_isotonic
D01,58.0,0.26277919588726967,monotone_isotonic
D01,59.0,0.26277919588726967,monotone_isotonic
D01,60.0,0.26277919588726967,monotone_isotonic
D01,61.0,0.26277919588726967,monotone_isotonic
D01,62.0,0.26277919588726967,monotone_isotonic
D01,63.0,0.26277919588726967,monotone_isotonic
D01,64.0,0.26277919588726967,monotone_isotonic
D01,65.0,0.26277919588726967,monotone_isotonic
D01,66.0,0.26277919588726967,monotone_isotonic
D01,67.0,0.26277919588726967,monotone_isotonic
D01,68.0,0.26277919588726967,monotone_isotonic
D01,69.0,0.26277919588726967,monotone_isotonic
