sample_name,specimen_id,group_value,strategy,split_id,membership
E01-20240110-0W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240124-2W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240207-4W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240221-6W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240306-8W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240320-10W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240405-12W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240417-14W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240522-19W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240529-20W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240619-23W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240626-24W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240710-26W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240724-28W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240807-30W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240902-33W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E01-20240918-36W,E01,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240110-0W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240124-2W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240207-4W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240221-6W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240306-8W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240320-10W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240405-12W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240417-14W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240508-17W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240522-19W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240529-20W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240619-23W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240626-24W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240710-26W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240724-28W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240807-30W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240902-33W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E02-20240918-36W,E02,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240110-0W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240124-2W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240207-4W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240221-6W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240306-8W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240320-10W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240405-12W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240417-14W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240508-17W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240522-19W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240529-20W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240619-23W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240626-24W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240710-26W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240724-28W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240807-30W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240902-33W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E03-20240918-36W,E03,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240110-0W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240124-2W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240207-4W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240221-6W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240306-8W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240320-10W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240405-12W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240417-14W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240508-17W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240522-19W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240529-20W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240619-23W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240626-24W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240710-26W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240724-28W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240807-30W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240902-33W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E04-20240918-36W,E04,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240110-0W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240124-2W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240207-4W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240221-6W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240306-8W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240320-10W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240405-12W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240417-14W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240508-17W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240522-19W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240529-20W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240619-23W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240626-24W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240710-26W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240724-28W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240807-30W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240902-33W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E05-20240918-36W,E05,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240110-0W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240124-2W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240207-4W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240221-6W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240306-8W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240320-10W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240405-12W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240417-14W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240508-17W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240522-19W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240529-20W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240619-23W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240626-24W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240710-26W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240724-28W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240807-30W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
E06-20240902-33W,E06,E_SA_SPRAY,leave_one_treatment_out,leave_one_treatment_out_0,train
